country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,4,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,10,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,20,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,37,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,52,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,61,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,68,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,76,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,85,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,>95,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,>95,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,93,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,91,Total,Units,%,Estimated value,Free,,Under 15 years old
Tajikistan,TJ,TJK,762,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,95,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,42,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,43,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,43,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,43,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,43,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,42,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,46,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,47,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,52,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,51,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,50,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,49,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,53,Total,Units,%,Estimated value,Free,,Under 15 years old
Thailand,TH,THA,764,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,64,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,16,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,20,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,26,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,29,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,34,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,39,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,49,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,58,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,60,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,60,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,57,Total,Units,%,Estimated value,Free,,Under 15 years old
Togo,TG,TGO,768,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,68,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,19,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,17,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,10,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,17,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,15,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,19,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,26,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,27,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,27,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,20,Total,Units,%,Estimated value,Free,,Under 15 years old
Tunisia,TN,TUN,788,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,23,Total,Units,%,Estimated value,Free,,Under 15 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,<0.01,Female,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,<0.01,Male,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,<0.01,Total,,%,,,,10 to 19 years old
Turkmenistan,TM,TKM,795,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,<0.01,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,2.50,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,7.80,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,14.10,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,19.70,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,23.30,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,26.30,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,29.10,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,30.10,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,27.60,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,32.20,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,34.40,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,36.80,Female,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,2.40,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,8.90,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,20.80,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,25.00,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,27.60,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,27.50,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,25.60,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,26.20,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,23.60,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,29.30,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,31.90,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,36.40,Male,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,2.40,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,7.90,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,17.00,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,21.90,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,24.20,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,27.60,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,27.40,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,28.00,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,26.10,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,30.80,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,33.30,Total,,%,,,,10 to 19 years old
Turkey,TR,TUR,792,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,36.60,Total,,%,,,,10 to 19 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,17,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,19,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,29,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,37,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,48,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,54,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,59,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,62,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,67,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,70,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,69,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,72,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,76,Total,Units,%,Estimated value,Free,,Under 15 years old
Uganda,UG,UGA,800,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,77,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,46,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,51,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,56,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,63,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,66,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,67,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,72,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,79,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,82,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,83,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,84,Total,Units,%,Estimated value,Free,,Under 15 years old
Ukraine,UA,UKR,804,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,85,Total,Units,%,Estimated value,Free,,Under 15 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,4.30,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,5.20,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,7.10,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,8.20,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,8.30,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,9.10,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,9.60,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,12.10,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,15.40,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,17.60,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,28.00,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,50.00,Female,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,3.40,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,4.30,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,6.00,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,7.30,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,6.70,Male,,%,,,,10 to 19 years old
United Arab Emirates,AE,ARE,784,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,8.30,Male,,%,,,,10 to 19 years old
